INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,ATYPE,TYPE_ENG,SPECIES_ID,SPECIES,DAMAGE,COST_REPAIRS,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,REG,FLT,REMAINS_COLLECTED,REMAINS_SENT,INCIDENT_MONTH,INCIDENT_YEAR,TIME_OF_DAY,TIME,FAAREGION,ENROUTE,RUNWAY,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,INGESTED,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED,COMMENTS,REMARKS,AOS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,REPORTED_NAME,REPORTED_TITLE,REPORTED_DATE,SOURCE,PERSON,NR_INJURIES,NR_FATALITIES,LUPDATE,TRANSFER,INDICATED_DAMAGE
12/27/2013 0:00,CA,KLAX,LOS ANGELES INTL,UAL,UNITED AIRLINES,B-757-200,D,NE1,Gulls,N,,148,26,34,40,A,4,2,1,1,,,,1752,FALSE,FALSE,12,2013,Day,655,AWP,,25R,,1500,,,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,None,,No Cloud,None,2 to 10,2 to 10,Medium,,"SOURCE = xxxx-x (xxxx-xx-xx-xxxxxx), DAILY REPT APP EVENT xxxxxx (x/x/xx UPDATED REMARKS)",PILOT REPTD STRIKING A FLOCK OF GULLS AT 1500 FT ON DEP FROM LAX. NO DMG REPTD. FLT CONTD TO IAH. OPS FOUND NO REMAINS ON RWY. LAX ATCT & OPS WERE NOT AWARE OF THE STRIKE.,,,,,Deleted,Deleted,,Multiple,Airport Operations,,,5/6/2014 0:00,FALSE,FALSE
12/26/2013 0:00,CA,KFAT,FRESNO YOSEMITE INTL,UNK,UNKNOWN,UNKNOWN,,O2205,Mourning dove,,,,,,,,,,,,,,,,TRUE,TRUE,12,2013,,,AWP,,11R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,"SOURCE = TWO xxxx-x (xxxx-x-x-xxxxxx, Rx)",ID BY SMITHSONIAN. BIRD REMAINS RECOVERED FROM 1R DURING MORNING INSPN. REMAINS FOUND ON THE RWY C/L. 1045 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,4/24/2014 0:00,FALSE,FALSE
12/26/2013 0:00,CA,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,BUS,BUSINESS,GULFAERO IV,D,UNKB,Unknown bird,N,,421,4,22,4,A,4,2,5,5,,,N797SA,,FALSE,FALSE,12,2013,Day,1445,AWP,,19R,,,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,,,,,,1,,,SOURCE = FAA DAILY REPT APP EVENT ENTRY#xxxxxx OPERATOR / OWNER = SPINAIR LLC,"ON SHORT FINAL TO RWY 19R, STRUCK A BIRD. NO REPTD DMG.",,,,,,,12/26/2013 0:00,Daily Report,Other,,,4/24/2014 0:00,FALSE,FALSE
12/25/2013 0:00,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,K3302,Red-tailed hawk,,,,,,,,,,,,,,,,TRUE,TRUE,12,2013,,,AWP,,12R/30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,"SOURCE = TWO xxxx-x (xxxx-xx-xx-xxxxxx, Rx)",ID BY SMITHSONIAN. REPTD BY ATCT. ARPT OPS RESPONDED AND REMVD REMAINS. NO STRIKE REPTD. 1328 PM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,4/24/2014 0:00,FALSE,FALSE
12/24/2013 0:00,CA,KONT,ONTARIO INTL ARPT,FDX,FEDEX EXPRESS,MD-11,D,UNKBS,Unknown bird - small,N,,583,39,22,7,A,4,3,1,6,1,,N591FE,415,FALSE,FALSE,12,2013,Day,923,AWP,,26L,,0,140,0,Take-off run,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,2 to 10,1,Small,N,"SOURCE = TWO xxxx-x (xxxx-xx-xx-xxxxxx, Rx) MOR, DAILY REPT APP EVENT xxxxxx",BIRD STRUCK CAPT'S CLEARVIEW WINDOW (2ND WINDOW TO LEFT). LEFT A14 INCH STREAK OF BLOOD & FEATHERS. BELIEVED TO BE A BROWN BIRD THE SIZE/COLOR OF A CEDAR WAXWING. NO DMG. STRIKE WS REPTD TO THE TOWER. RWY WAS INSPECTED WITH NO FOD FOUND.,,,,,Deleted,Deleted,,Multiple,Pilot,,,4/24/2014 0:00,FALSE,FALSE
12/23/2013 0:00,CA,KSFO,SAN FRANCISCO INTL ARPT,ASA,ALASKA AIRLINES,B-737-900,D,N6039,Wilson's snipe,N,,148,48,10,1,A,4,2,1,1,,,N403AS,379,TRUE,TRUE,12,2013,Night,2026,AWP,,28L,,50,145,0,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,,"SOURCE = THREE xxxx-x (xxxx-xx-xx-xxxxxx, xxxxxx, Rx), DAILY REPT APP EVENT xxxxxx, MOR",ID BY SMITHSONIAN. STRIKE LEFT A LGR BLOOD SMEAR ON RADOME & PILOT'S SIDE WINDOW. BIRD WAS STRUCK ON APCH END OF RWY. RWY INSPN WAS CONDUCTED.,,,,,Deleted,Deleted,,Multiple,Pilot,,,4/24/2014 0:00,FALSE,FALSE
12/23/2013 0:00,CA,KLGB,LONG BEACH-DAUGH FLD,UNK,UNKNOWN,UNKNOWN,,J2142,Bufflehead,,,,,,,,,,,,,,,,TRUE,TRUE,12,2013,,,AWP,,25L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,"SOURCE = THREE xxxx-x (xxxx-xx-xx-xxxxxx, Rx, Rx)",ID BY SMITHSONIAN. INTACT REMAINS FOUND ALONG N EDGE OF TWY FOXTROT BTWN HIGH SPEED EXITS FOXTROT 1 AND FOXTROT 2. SPECIMEN FOUND WITH SIGNIFICANT THORACIC TRAUMA. SPECIMEN PLACED IN WS FREEZER. 1530 PM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,4/24/2014 0:00,FALSE,FALSE
12/21/2013 0:00,CA,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,PVT,PRIVATELY OWNED,C-210 CENTUR,A,UNKB,Unknown bird,M?,,226,19,13,13,A,1,1,7,,,,N6515X,,FALSE,FALSE,12,2013,Day,1342,AWP,,32,,100,,0.5,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,,,SOURCE = FAA DAILY REPT APP EVENT ENTRY#xxxxxx. OPERATOR / OWNER = STEVEN DAUENHAUER,STRUCK A BIRD ON HALF MILE FINAL TO RWY 32 AT APPROX 100 FEET AGL. DMG REPTD AS LRG DENT ON NOSE.,,,,,,,,Daily Report,Other,,,4/24/2014 0:00,FALSE,TRUE
12/20/2013 0:00,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,K3302,Red-tailed hawk,,,,,,,,,,,,,,,,TRUE,FALSE,12,2013,,,AWP,,30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-xx-xx-xxxxxx,REMAINS OF ONE RED-TAILED HAWK FOUND ON THE SHOULDER OF RWY 30L JUST N OF TWY DELTA. 1455 PM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,4/24/2014 0:00,FALSE,FALSE
12/19/2013 0:00,CA,KUKI,UKIAH MUNICIPAL ARPT,UNK,UNKNOWN,UNKNOWN,,I1302,Great egret,,,,,,,,,,,,,,,,TRUE,FALSE,12,2013,,,AWP,,15L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-xx-xx-xxxxxx,"WHILE CONDUCTING ROUTINE INSPN OF RWY 15L/33R, OBSERVED A GREAT EGRET CARCASS ON THE E SHOULDER OF RWY 15L/33R AT TWY WJ. BIRD STILL INTACT BUT HAD BEEN STRUCK. REMVD BIRD CARCASS. NO STRIKE REPTD. UNABLE TO ASCERTAIN FLIGHT INVOLVED. ADVISED ATCT ON FRQUENCY. 705 AM DAY.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,4/24/2014 0:00,FALSE,FALSE
12/19/2013 0:00,CA,KSQL,SAN CARLOS ARPT,BUS,BUSINESS,C-182 SKYLAN,A,O2111,Rock pigeon,N,,226,11,7,31,A,1,1,7,,,,N2214L,,TRUE,TRUE,12,2013,Day,1120,AWP,,,,0,0,0,Parked,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,No Cloud,None,1,1,Small,N,"SOURCE = TWO xxxx-x (xxxx-xx-xx-xxxxxx, Rx) OPERATOR / OWNER = MONTAGE SERVICES INC",ID BY SMITHSONIAN. A/C DOING RUNUP WHEN BIRD FLEW INTO PROP. OBSERVED BLOOD ON PROP WITH SOME REMAINS ON COWLING AND WINDSHIELD. NO APPARENT DMG AT TIME OF REPT. ARPT OPS REPORTING INCIDENT.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,4/24/2014 0:00,FALSE,FALSE
12/19/2013 0:00,CA,KSFO,SAN FRANCISCO INTL ARPT,UAL,UNITED AIRLINES,A-320,D,ZC204,American pipit,N,,04A,3,23,1,A,4,2,1,1,,,N471UA,390,TRUE,TRUE,12,2013,Day,1624,AWP,,1R,,0,135,0,Take-off run,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,None,2 to 10,2 to 10,Small,,"SOURCE = THREE xxxx-x (xxxx-xx-xx-xxxxxx, xxxxxx, Rx), TWO MOR SFO-M-xxxx/xx/xx/xxxx, xxxx, DAILY REPT APP EVENT xxxxxx (x/xx/xx UPDATED SOURCES)",ID BY SMITHSONIAN. UAL390 REPTD HITTING SMALL BIRDS ON DEP FROM RWY 1R AT MIDFIELD. NO ASSISTANCE REQSTD. FLT CONTD. RWY INSPN FOUND 1.5 SMALL BIRD DEBRIS. NO REPTD DMG. BIRDS FIRST REPTD AS SPARROWS.,,,,,Deleted,Deleted,,Multiple,Tower,,,4/24/2014 0:00,FALSE,FALSE
12/19/2013 0:00,CA,KOAK,METRO OAKLAND INTL,SWA,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,,148,42,10,1,A,4,2,1,1,,,N243WN,1800,FALSE,FALSE,12,2013,Night,2302,AWP,,30,,400,135,1.5,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,2 to 10,1,Small,Y,xxxx-xx-xx-xxxxxx,FINAL APRCH. SMALL FLOCK OF STARLING SIZED BIRDS.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Pilot,,,4/24/2014 0:00,FALSE,FALSE
